id,jaccard_1,jaccard_10,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,max_jaccard,mean_jaccard,similar_1,similar_10,similar_2,similar_3,similar_4,similar_5,similar_6,similar_7,similar_8,similar_9
21f3002780,0.0625,0.0234375,0.03125,0.03125,0.03125,0.03125,0.03125,0.0234375,0.0234375,0.0234375,0.0625,0.03125,21f1002741,23f1002829,22f2000438,22f1001680,23f1001990,23f1001467,23f1003005,21f3000177,23f1001168,23f2001566
21f3002787,0.1015625,0.09375,0.1015625,0.1015625,0.1015625,0.09375,0.09375,0.09375,0.09375,0.09375,0.1015625,0.096875,23f2001366,23f3003763,23f3003749,23ds3000059,21f3000328,23f2002351,21f1006244,22f2000517,22f3002336,23f2005597
21f3002801,0.1796875,0.1484375,0.1796875,0.1796875,0.171875,0.15625,0.15625,0.15625,0.15625,0.1484375,0.1796875,0.16328125,23f1002330,23f1001245,23f1000966,21f2000973,22f2000481,21f1000601,23f2005021,21f1001238,23f2004005,23f3004390
21f3002925,0.421875,0.3515625,0.421875,0.421875,0.3984375,0.3984375,0.3984375,0.3984375,0.390625,0.3828125,0.421875,0.3984375,21f1006244,21f1006373,23f2005597,23f1002480,23f3001345,23f2003894,22f1001602,22f2000445,22f2000517,22f3002336
21f3002950,0.1171875,0.09375,0.1171875,0.1171875,0.109375,0.109375,0.109375,0.1015625,0.1015625,0.09375,0.1171875,0.10703125,22f3002204,21f2000414,21f3002276,21f2000973,21f3002090,21f1002851,23f3002592,24ds2000136,22f2000545,23f1002330
21f3003136,0.140625,0.125,0.1328125,0.1328125,0.1328125,0.125,0.125,0.125,0.125,0.125,0.140625,0.12890625,22f1000493,22f3002336,22ds3000009,23f2005504,22f3000703,21f3002090,24f1001336,23f3003749,21f1004929,23f2002904
21f3003204,1.0,0.1015625,1.0,0.7265625,0.609375,0.125,0.109375,0.1015625,0.1015625,0.1015625,1.0,0.39765625,23f2001696,21f1006373,21f2000099,23f1002016,22f3001954,21f3002925,22f3000703,21f1006244,21f3003136,23ds1000121
22ds1000131,0.0625,0.03125,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.0390625,0.0390625,0.0625,0.0453125,23f2003124,23f1001168,22f3001318,21f1002570,22f3000612,23f1002973,23ds3000248,22f2000625,21f3000105,23f2003845
22ds2000035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22f1001834,23f1001901,22f2001347,23f3001129,22f3000263,22f3001192,23f1002688,23f1003100,21f2000717,22f2000240
22ds2000074,0.0703125,0.0390625,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.0390625,0.0390625,0.0703125,0.046875,23f2004165,22f3001421,23f2000934,23f2001696,23f2004625,22f3002354,23f2005504,23f2003845,21f1004929,23f2004527
22ds2000111,0.7734375,0.171875,0.53125,0.25,0.1953125,0.1796875,0.171875,0.171875,0.171875,0.171875,0.7734375,0.27890625,23f1000966,23f3004354,22f2000481,22f1000998,23f2005504,23f2005021,22f2000169,23f3003721,22f3001953,22f1000493
22ds3000009,0.1484375,0.125,0.140625,0.1328125,0.1328125,0.1328125,0.125,0.125,0.125,0.125,0.1484375,0.13125,22f3001953,23f1000966,21f1001238,23f2005504,22f1000493,23f3002592,23f1002330,23f2004165,21f1004929,22f1000894
22ds3000122,0.734375,0.65625,0.734375,0.734375,0.6953125,0.6796875,0.6796875,0.6796875,0.6796875,0.671875,0.734375,0.69453125,21f1006244,22f2000517,23f2005597,23f1002480,23f1000629,22f3002336,23f2003894,22f1001602,22f2000445,23f3001345
22f1000025,0.203125,0.1484375,0.203125,0.1953125,0.171875,0.171875,0.1640625,0.1640625,0.15625,0.1484375,0.203125,0.17265625,23f1000996,21f1004929,23f2003700,22f3000983,23f2002936,21f1001141,23f3001831,22f3001732,22f1001786,23f1002330
22f1000213,0.0859375,0.0703125,0.0859375,0.078125,0.078125,0.078125,0.078125,0.078125,0.0703125,0.0703125,0.0859375,0.07734375,22f3000344,22f2000517,23f2003803,24f1001336,23f2004165,21f1004929,23f2002364,22f3002354,22f2001661,23f3001345
22f1000259,0.25,0.0859375,0.1015625,0.09375,0.09375,0.0859375,0.0859375,0.0859375,0.0859375,0.0859375,0.25,0.10546875,22f3002986,23f2003894,23f3002592,23f2004165,23f2003845,23f3001345,23f3003749,22f2000517,23f2002904,21f2000753
22f1000386,0.8359375,0.078125,0.4765625,0.3515625,0.140625,0.125,0.09375,0.09375,0.0859375,0.0859375,0.8359375,0.23671875,22f2001248,22f2000438,22f2001193,21f1004246,22f3000087,23f2002364,23f2004165,21f1004929,22f1001445,24ds2000130
22f1000395,0.125,0.109375,0.125,0.1171875,0.1171875,0.1171875,0.1171875,0.109375,0.109375,0.109375,0.125,0.115625,23f2004527,22f3001210,21f2000973,23f3003749,22f3000703,21f3000328,22f1000998,23f1002447,22f2000517,22f3002336
22f1000472,1.0,0.1953125,1.0,0.4375,0.4375,0.296875,0.2421875,0.2265625,0.2265625,0.2265625,1.0,0.42890625,23f1002092,22f3000892,22f1001220,23f2004328,23f1001909,23f1001173,22f2001318,23ds1000121,23f1002687,23f1001473
22f1000493,0.2265625,0.171875,0.203125,0.1953125,0.1953125,0.1875,0.1875,0.1796875,0.1796875,0.171875,0.2265625,0.18984375,23f2003111,21f2000753,23f2004165,23f1000996,23f2003700,23f2005504,23f2005698,21f1004929,22f3000983,23f2001030
22f1000522,0.1953125,0.015625,0.125,0.109375,0.09375,0.09375,0.078125,0.078125,0.046875,0.0390625,0.1953125,0.0875,23f2004527,22f3003031,21f1004929,23f2003700,23f1001713,22f1000693,24ds1000075,22f3002354,22f3001421,21f1000303
22f1000528,0.1875,0.171875,0.1875,0.1875,0.1796875,0.1796875,0.1796875,0.1796875,0.171875,0.171875,0.1875,0.1796875,23f2003894,23f3000846,22f1001602,22f2000445,23f3001345,23f2001366,23f3003749,21f3000328,22f2000517,22f3002336
22f1000543,0.15625,0.1171875,0.1484375,0.140625,0.125,0.125,0.125,0.125,0.1171875,0.1171875,0.15625,0.1296875,23f2002904,21f3001800,23f2004671,23f2005021,21f1003657,21f2000753,24ds2000126,23f2001005,23f2002105,23f2000934
22f1000605,0.109375,0.0703125,0.09375,0.078125,0.078125,0.0703125,0.0703125,0.0703125,0.0703125,0.0703125,0.109375,0.078125,23f2004527,23f1002092,23f2005698,23f1001357,22f3001530,24f1001336,23f2004625,23f2002904,22f1000952,23f2001005
22f1000619,0.15625,0.109375,0.1484375,0.1484375,0.1484375,0.1328125,0.125,0.1171875,0.109375,0.109375,0.15625,0.13046875,24ds2000136,23f2003894,23f2003235,23f1000996,23f2003700,22f1000522,22f3000983,23f2005698,23f3001345,22f2000517
22f1000653,1.0,0.1328125,1.0,0.375,0.375,0.203125,0.203125,0.203125,0.1328125,0.1328125,1.0,0.37578125,23f1002850,23f1001245,23f1001947,23f1002829,23f1000113,22f1001432,21f3000045,23ds3000249,21f1004929,22f2000902
22f1000693,0.1171875,,0.09375,0.0859375,0.078125,0.0703125,0.046875,,,,0.1171875,0.08203125,21f1004929,,23f2003700,22f3002354,23f2004527,23f1001713,24ds1000075,,,
22f1000753,1.0,0.1484375,0.1953125,0.15625,0.15625,0.1484375,0.1484375,0.1484375,0.1484375,0.1484375,1.0,0.23984375,23f1001130,22f1001637,23f1001585,22f2000703,22f3003055,24ds1000086,23f2003488,23f2004499,23f2004159,23f2000887
22f1000824,0.265625,0.078125,0.09375,0.0859375,0.0859375,0.0859375,0.0859375,0.0859375,0.0859375,0.078125,0.265625,0.103125,22f3000936,21f1005443,21f2001230,23f2002904,23ds3000177,22f3001914,24ds1000043,23f2004417,22f3000853,23f1000774
22f1000894,0.171875,0.1484375,0.171875,0.1640625,0.1640625,0.15625,0.1484375,0.1484375,0.1484375,0.1484375,0.171875,0.15703125,23f3003749,23f1001758,23f2005504,23f3001345,23f2003894,22f2000517,22f2001661,23f2004165,23f2000934,23f2002904
22f1000935,0.140625,0.125,0.140625,0.1328125,0.1328125,0.125,0.125,0.125,0.125,0.125,0.140625,0.1296875,23ds3000136,23f2005698,22f1000493,21f2001136,23f2003662,23f2001030,22f3001732,23f2005021,23f2005504,22f1000894
22f1000952,0.1328125,0.1015625,0.125,0.125,0.1171875,0.1171875,0.1171875,0.109375,0.1015625,0.1015625,0.1328125,0.11484375,23f2001030,23f2005698,24f1001336,23f2002904,23f2000934,21f2000168,22f1001445,24ds2000136,21f3001800,23f1001172
22f1000990,1.0,0.5546875,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5546875,0.5546875,1.0,0.60390625,23f1001585,23f1000965,23f1002051,21f1000330,22f3000797,23f2004225,21f2000507,22f3001738,22f3000448,23f3004146
22f1000998,0.1953125,0.1484375,0.1640625,0.1640625,0.15625,0.1484375,0.1484375,0.1484375,0.1484375,0.1484375,0.1953125,0.15703125,23f3003749,22f2000445,23f2003111,21f1006373,22f3002336,23f3001345,23f2004165,23f1002687,23f2003894,22f1001602
22f1001082,0.1015625,0.0546875,0.09375,0.0703125,0.0703125,0.0703125,0.0703125,0.0703125,0.0703125,0.0625,0.1015625,0.0734375,23f2000934,23f1002374,22f1000522,21f1004929,23f2002364,22f3001652,23f2005504,24ds2000109,23f2005698,23f2004527
22f1001105,1.0,0.9921875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921875,1.0,0.9984375,23f3001129,22f3001738,22f3001192,23f1002688,23f1001901,22f3000695,23f2003415,22f3001059,23f1001050,23f2004225
22f1001144,0.171875,0.140625,0.15625,0.1484375,0.1484375,0.1484375,0.140625,0.140625,0.140625,0.140625,0.171875,0.14765625,22f3002204,22f3001415,23f2001908,23f1000996,23f2003700,23f2005698,23f3002560,24ds2000136,22f3000983,23f1000966
22f1001182,1.0,0.0546875,1.0,1.0,0.953125,0.1953125,0.0625,0.0625,0.0546875,0.0546875,1.0,0.44375,22f2001150,23f1001418,22f3003157,22f3003110,21f1000303,21f3000279,23f1000774,22f3001981,22f2000931,23f1002374
22f1001203,0.0859375,0.0703125,0.0859375,0.078125,0.078125,0.078125,0.078125,0.078125,0.078125,0.0703125,0.0859375,0.078125,23f2004165,23f2004625,22f3002354,23f2001566,22f3001119,23f2005504,21f1003248,23f1001172,22f1001445,21f1004929
22f1001210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23f1000965,21f2000717,22f1001834,22f2001347,23f3001129,22f3000263,22f3001192,23f1002688,22f1001645,23f1003100
22f1001220,1.0,0.1640625,0.4375,0.4375,0.2421875,0.2265625,0.2265625,0.2265625,0.1953125,0.1640625,1.0,0.33203125,23f1002092,22f2000902,23f2004328,23f1001909,22f2001318,23ds1000121,23f1002687,23f1001473,22f3000892,22f2000169
22f1001221,0.1875,0.1171875,0.1875,0.1484375,0.1484375,0.1328125,0.125,0.125,0.125,0.125,0.1875,0.1421875,23ds3000136,22f3002204,22f1000493,23f2001030,23f2005504,21f2001136,23f3001322,22f1000952,23f2000668,23f1000404
22f1001274,1.0,0.9765625,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.984375,1.0,0.99453125,23f2000819,22f3001412,23f2004328,23f1001909,22f3003253,21f1004163,22f3002769,21f1002449,21f3002711,23f1002044
22f1001432,0.203125,0.1328125,0.171875,0.1640625,0.1640625,0.1484375,0.1484375,0.1484375,0.140625,0.1328125,0.203125,0.15546875,23f1000113,21f1001238,23f2000934,23f2005504,22f1001445,22f1000522,22f3001953,23f1001467,23f2003662,23f2003111
22f1001445,0.1484375,0.1015625,0.1328125,0.125,0.1171875,0.1171875,0.109375,0.109375,0.109375,0.1015625,0.1484375,0.1171875,23f2000934,23f2002364,23f2004165,22f3001652,21f1004929,22f3001210,23f1001172,22f1000522,23f2003700,23f2001030
22f1001595,1.0,0.1640625,1.0,1.0,0.1953125,0.1875,0.1796875,0.1796875,0.171875,0.171875,1.0,0.425,22f1001615,21f3002276,22f3000745,23f1000726,23f2004671,23f2001030,23f3002560,22f3001415,23f2002936,23f1000024
22f1001602,0.9765625,0.21875,0.9765625,0.96875,0.9140625,0.6640625,0.6640625,0.4609375,0.421875,0.2421875,0.9765625,0.65078125,23f2003894,23f2000934,22f2000445,23f3001345,22f2000517,21f1006373,23f3003749,22f3000703,23f1002687,23f2001005
22f1001615,1.0,0.15625,0.1953125,0.1875,0.1796875,0.1796875,0.171875,0.171875,0.1640625,0.1640625,1.0,0.25703125,23f1000726,24ds2000136,23f2004671,23f2001030,23f3002560,22f3001415,23f2002936,23f1000024,21f3002276,23f1000966
22f1001626,0.953125,0.171875,0.953125,0.9453125,0.9453125,0.9296875,0.9296875,0.9140625,0.609375,0.578125,0.953125,0.79296875,22f3001192,23f2004165,23f1001050,23f2004225,22f3001738,21f1000330,23f2005059,23f3001470,22f3000130,21f2000168
22f1001637,0.8203125,0.5078125,0.5234375,0.5078125,0.5078125,0.5078125,0.5078125,0.5078125,0.5078125,0.5078125,0.8203125,0.540625,22f3001023,22f3001192,22f2000854,24ds1000086,21f1000330,22f1001834,22f2001347,23f3001129,22f3000263,22f3000797
22f1001645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23f1000965,22f2000240,22f1001834,22f2001347,23f3001129,22f3000263,22f3001192,23f1002688,23f1003100,21f2000717
22f1001680,0.984375,0.140625,0.203125,0.203125,0.203125,0.1796875,0.15625,0.1484375,0.140625,0.140625,0.984375,0.25,23f1001467,22f1000493,23f1000996,22f3000983,23f2003700,21f1004929,21f1001141,23f1000966,23f2001030,22f1001432
22f1001711,0.125,0.1015625,0.1171875,0.1171875,0.109375,0.109375,0.109375,0.1015625,0.1015625,0.1015625,0.125,0.109375,23f2003111,23f2005504,24ds2000136,22f3000130,22f3001652,22f1001445,23ds3000089,23f2002364,22f3001119,23f2002904
22f1001738,0.890625,0.71875,0.890625,0.890625,0.890625,0.796875,0.7265625,0.71875,0.71875,0.71875,0.890625,0.79609375,21f1006244,22f1001602,23f2005597,22f2001730,23f1002480,22ds3000122,23f3003763,23f2001033,22f3000364,23f2003894
22f1001751,0.265625,0.234375,0.2578125,0.2578125,0.2578125,0.2578125,0.25,0.2421875,0.2421875,0.234375,0.265625,0.25,21f2001565,21f1000330,23f1001316,23f1000043,21f2000168,22f2001483,24ds1000086,22f3002811,21f2000237,23f1000965
22f1001786,0.25,0.203125,0.25,0.2109375,0.2109375,0.203125,0.203125,0.203125,0.203125,0.203125,0.25,0.2140625,22f2000169,22f1001602,23f2005698,22f3002336,22ds3000122,22f3001732,23f3001345,23f2005504,23f2003894,23f3003763
22f1001807,0.125,0.0859375,0.109375,0.109375,0.1015625,0.1015625,0.09375,0.09375,0.09375,0.09375,0.125,0.10078125,21f1002727,23f2002105,23f2001030,22f1000952,23ds3000136,22f1000493,21f2001136,24f1001336,23f1001172,23f2005698
22f1001834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23f3001129,23f1001050,22f3001192,23f1002688,23f1001901,22f3000695,22f1001105,23f2003415,22f3001059,24f1001283
22f1001853,0.546875,0.2421875,0.2578125,0.2578125,0.2578125,0.2578125,0.25,0.25,0.25,0.25,0.546875,0.28203125,22f2001062,23f3003749,23f3001345,23f2003894,22f1001602,22f2000445,22f2000169,23f2001366,22f2000517,23f3000846
22f2000059,0.09375,0.078125,0.0859375,0.0859375,0.078125,0.078125,0.078125,0.078125,0.078125,0.078125,0.09375,0.08125,21f3003136,22f3000966,23f2004625,24f1000237,23f2002105,23f1002330,22f2001318,22f1001626,22f3000703,21f2000168
22f2000078,0.1640625,0.1328125,0.1484375,0.140625,0.140625,0.1328125,0.1328125,0.1328125,0.1328125,0.1328125,0.1640625,0.1390625,24ds2000136,22f3000364,22f2000169,23f2001030,22f2000902,23f1001675,23f2005375,22f3001699,23f3001345,23f2001033
22f2000169,0.46875,0.40625,0.46875,0.453125,0.4375,0.4296875,0.4296875,0.4296875,0.4296875,0.40625,0.46875,0.4359375,23f3003749,23f1002480,21f3000328,22f3002336,22f2000517,23f3001345,23f2003894,22f1001602,22f2000445,23f2005597
22f2000240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22f1001834,22f3000695,22f2001347,23f3001129,22f3000263,22f3001192,23f1002688,23f1003100,21f2000717,23f1001901
22f2000309,1.0,0.859375,1.0,1.0,0.9921875,0.9921875,0.9765625,0.921875,0.9140625,0.875,1.0,0.953125,23f2001033,21f1002993,22f3000364,23f2003894,23f3001345,22f2000445,22f1001602,22f2000517,23f1000017,22f3001699
22f2000354,1.0,0.6640625,0.984375,0.96875,0.953125,0.921875,0.6640625,0.6640625,0.6640625,0.6640625,1.0,0.81484375,21f3000328,22f1001602,23f3003749,23f2001366,22f3002614,23f3000846,23f3001345,23f2001033,22f3000364,23f2003894
22f2000438,0.1015625,0.078125,0.09375,0.09375,0.09375,0.09375,0.09375,0.0859375,0.0859375,0.078125,0.1015625,0.08984375,23f2002364,23f2000934,22f3000087,23f3001345,23f2005014,22f2000517,23f2003894,22f2001193,22f2001248,24f1001336
22f2000445,0.9921875,0.21875,0.984375,0.921875,0.6640625,0.6640625,0.453125,0.421875,0.2421875,0.21875,0.9921875,0.578125,23f2003894,23f2004527,23f3001345,22f2000517,21f1006373,23f3003749,22f3000703,23f1002687,23f2001005,23f2000934
22f2000455,0.8671875,0.09375,0.1171875,0.1171875,0.109375,0.1015625,0.1015625,0.1015625,0.09375,0.09375,0.8671875,0.1796875,23f1002049,23f2005698,23f2002904,22f1000522,23f2004527,23f1002254,23f1001357,21f2000753,23f2001005,23f2001475
22f2000481,0.578125,0.15625,0.2734375,0.1953125,0.1796875,0.1640625,0.1640625,0.1640625,0.1640625,0.15625,0.578125,0.21953125,23f1000966,23f1000996,22f1000998,21f1001238,21f2000753,22f3001953,22f2001062,22f1000493,22f3001210,23f2002364
22f2000517,0.921875,0.171875,0.9140625,0.2421875,0.2265625,0.21875,0.2109375,0.1953125,0.1796875,0.171875,0.921875,0.3453125,23f2003894,21f1001238,23f3001345,23f2001005,23f2000934,23f2004527,22f2000945,22f1000522,23f2005698,23f2004165
22f2000545,0.21875,0.125,0.1640625,0.140625,0.125,0.125,0.125,0.125,0.125,0.125,0.21875,0.13984375,23f1001172,22f1000493,21f3002090,23f2005504,23f2002105,23f1002330,21f1004929,22ds3000009,21f2000168,23f1000966
22f2000625,0.1171875,0.1015625,0.1171875,0.1171875,0.109375,0.109375,0.109375,0.109375,0.109375,0.1015625,0.1171875,0.11015625,23f3003749,23f3001345,22f3000703,21f3000328,24f1001336,21f1006373,22f3001652,22f3002336,23f2001005,22f2001661
22f2000703,0.5703125,0.5625,0.5703125,0.5703125,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5703125,0.56484375,21f1000330,23f1001901,23f2004225,22f3001738,22f1001834,22f2001347,23f3001129,22f3000263,22f3001192,23f1002688
22f2000713,0.0859375,0.0703125,0.0859375,0.078125,0.0703125,0.0703125,0.0703125,0.0703125,0.0703125,0.0703125,0.0859375,0.07421875,24f1001336,23f1003155,23f2004165,23f2001566,23f2001030,22f3000344,21f1001238,23f2002904,23f2005504,22f3000983
22f2000774,0.2109375,0.1953125,0.2109375,0.2109375,0.2109375,0.203125,0.203125,0.1953125,0.1953125,0.1953125,0.2109375,0.203125,23f2001366,22f3000364,23f3003749,22f3002614,21f3000328,22f2000517,23f3000846,23f3001345,21f1006373,23f2001033
22f2000816,0.0546875,0.046875,0.0546875,0.0546875,0.0546875,0.046875,0.046875,0.046875,0.046875,0.046875,0.0546875,0.05,22f2001661,24ds1000075,23f1002829,23f1000113,23f1001758,23f2004165,22f3002354,23f1002092,23f1000647,22f2001248
22f2000854,0.953125,0.5859375,0.953125,0.9453125,0.9453125,0.9375,0.9296875,0.921875,0.9140625,0.640625,0.953125,0.87265625,22f3001192,21f2000168,23f1001050,23f2004225,22f3001738,21f1000330,23f2005059,22f1001626,23f3001470,22f3000130
22f2000894,0.0703125,0.0546875,0.0625,0.0625,0.0546875,0.0546875,0.0546875,0.0546875,0.0546875,0.0546875,0.0703125,0.0578125,22f3000087,23f2005698,22f3003067,24ds2000109,23f1001168,23f2002364,22f2001318,22f1001626,21f3002925,21f2000168
22f2000902,0.578125,0.5078125,0.546875,0.53125,0.5078125,0.5078125,0.5078125,0.5078125,0.5078125,0.5078125,0.578125,0.52109375,23f3003763,23f1000629,22f3002336,22ds3000122,23f3001345,21f1006373,23f2001033,23f2003894,22f1001602,22f2000445
22f2000931,1.0,0.125,0.1640625,0.1484375,0.140625,0.140625,0.140625,0.140625,0.1328125,0.1328125,1.0,0.2265625,23f1001897,21f3002090,23f1000966,23f3002560,23f3002347,22ds2000111,23ds3000136,22f1000493,22f1001786,24ds2000141
22f2000945,0.2109375,0.1171875,0.1484375,0.1484375,0.1328125,0.1328125,0.125,0.125,0.125,0.1171875,0.2109375,0.13828125,23f3001345,21f2000372,21f1001238,21f2000753,23f2000934,23ds3000089,23f2004165,23f2001005,22f1000522,23f2001030
22f2001019,0.578125,0.0390625,0.0546875,0.0546875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.578125,0.10078125,21f1006954,22f2001150,23f1002940,23f2004494,23f1000178,23f2005121,23f1001705,23f1001357,23f1001172,24ds2000122
22f2001062,0.2109375,0.171875,0.2109375,0.2109375,0.2109375,0.203125,0.203125,0.203125,0.1875,0.171875,0.2109375,0.1984375,23f3001345,22f1000493,23f2003894,22f1001602,22f2000445,23f3003749,22f2000517,21f3000328,22f3002336,21f1001238
22f2001075,0.203125,0.1796875,0.1953125,0.1875,0.1875,0.1875,0.1875,0.1796875,0.1796875,0.1796875,0.203125,0.18671875,21f3002488,23f1000996,22f3001415,22f3001699,22f3001652,21f2000753,22f3000983,23f3001345,23f2001033,22f3000364
22f2001150,1.0,0.0546875,0.953125,0.1953125,0.0625,0.0546875,0.0546875,0.0546875,0.0546875,0.0546875,1.0,0.25390625,22f3003110,23f1001897,21f1000303,21f3000279,23f1000774,23f1002374,23f1001418,22f3001652,22f2000481,22ds2000111
22f2001166,0.2109375,0.1796875,0.2109375,0.1953125,0.1953125,0.1875,0.1875,0.1796875,0.1796875,0.1796875,0.2109375,0.190625,23f2005076,22f1001595,22f3001028,23f1000996,23f2003700,23f2001908,22f3000983,23f2001030,22f2000169,21f1002851
22f2001193,0.5234375,0.0859375,0.171875,0.1015625,0.1015625,0.1015625,0.09375,0.09375,0.0859375,0.0859375,0.5234375,0.14453125,21f1004246,23f2005014,23f2002364,23f2004165,22f3001119,23f2005504,23f1000996,23f2003700,24f1001336,21f1004929
22f2001196,1.0,0.1015625,0.1328125,0.125,0.1171875,0.109375,0.109375,0.109375,0.1015625,0.1015625,1.0,0.20078125,23f1001880,22f1001834,22f3003055,23f1001130,21f2001136,22f3002811,23f1001585,22f2000703,22f3001023,21f1000330
22f2001226,0.5546875,0.515625,0.5546875,0.5546875,0.5546875,0.5546875,0.5546875,0.546875,0.53125,0.515625,0.5546875,0.54375,23f3001345,23f3003763,23f2001033,22f3000364,23f2003894,22f1001602,22f2000445,22f3001699,22f2000517,22f3002336
22f2001246,1.0,0.390625,0.609375,0.609375,0.609375,0.609375,0.6015625,0.6015625,0.390625,0.390625,1.0,0.58125,23f1001173,23f1001473,23f2004328,21f3002711,23f1001909,22f3003253,23f1002044,22f3001412,23ds1000121,23f1002687
22f2001248,0.4375,0.078125,0.3203125,0.1328125,0.1171875,0.09375,0.0859375,0.0859375,0.078125,0.078125,0.4375,0.15078125,22f2001193,22f1001432,21f1004246,22f3000087,23f2002364,21f1004929,23f2004165,22f1001445,24f1001336,22f3002354
22f2001255,1.0,0.1640625,0.1796875,0.171875,0.171875,0.171875,0.171875,0.171875,0.171875,0.1640625,1.0,0.25390625,22f1000894,22f3002336,22f3001732,23f2001366,23f3003749,23ds3000211,23f2005504,21f3000328,23f3000846,23f3001345
22f2001256,1.0,0.171875,1.0,0.1796875,0.171875,0.171875,0.171875,0.171875,0.171875,0.171875,1.0,0.33828125,22f2001255,23f2005504,22f1000894,22f3001732,23f1003099,23f2001366,23f3003749,23ds3000211,23f1003090,23f1003095
22f2001300,0.2421875,0.109375,0.15625,0.125,0.125,0.1171875,0.1171875,0.1171875,0.1171875,0.109375,0.2421875,0.13359375,23f2003111,23f2002105,23f2005504,23f1002330,23f2005698,21f3000177,22f3002743,23f2004904,22ds3000122,22f2000169
22f2001318,0.4375,0.234375,0.3359375,0.25,0.25,0.25,0.25,0.2421875,0.234375,0.234375,0.4375,0.271875,23f1002687,22f1001602,22f3000892,23f2001366,23f3003749,21f3000328,23f3000846,23f1002092,23f3001345,23f2003894
22f2001335,0.1953125,0.1640625,0.1875,0.1875,0.1640625,0.1640625,0.1640625,0.1640625,0.1640625,0.1640625,0.1953125,0.171875,23f2005021,23f1002480,23f1002330,23ds3000211,21f1006244,22f3001732,22f3002743,23f2005597,23f3003721,22f2001401
22f2001347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22f1001834,22f3001059,23f3001129,22f3000263,22f3001192,23f1002688,23f1001901,22f3000695,22f1001105,23f2003415
22f2001401,0.5703125,0.4140625,0.5703125,0.5625,0.5625,0.53125,0.4921875,0.484375,0.4765625,0.46875,0.5703125,0.51328125,23f2003894,23f2001366,22f2000445,23f3001345,22f1001602,22f2000517,23f1000629,23ds3000059,23f3003763,22f3002336
22f2001483,1.0,0.6015625,1.0,1.0,0.640625,0.6328125,0.6015625,0.6015625,0.6015625,0.6015625,1.0,0.728125,23f1001316,23f3001129,23f1000043,21f2000168,21f2000237,24ds1000086,22f3002811,23f1000965,22f1001834,22f2001347
22f2001522,0.125,0.1015625,0.125,0.1171875,0.1171875,0.1171875,0.1171875,0.109375,0.109375,0.1015625,0.125,0.1140625,22f1001853,22f2000169,22f2001062,23f1000200,22f3002336,23f2005698,21f3000517,23f2004527,23f3003763,23f2001030
22f2001555,0.21875,0.2109375,0.21875,0.21875,0.2109375,0.2109375,0.2109375,0.2109375,0.2109375,0.2109375,0.21875,0.21328125,22f1001738,23f1003095,23f1001245,22f3001953,22f3001732,23f1003099,22f3002743,23ds3000211,23f1003090,23f1001545
22f2001631,0.46875,0.140625,0.15625,0.1484375,0.1484375,0.140625,0.140625,0.140625,0.140625,0.140625,0.46875,0.1765625,23f2003916,23f2001366,22f3002119,22f3001732,22f2000517,22f2000169,23f1003099,23f3001345,23f2001033,22f3000364
22f2001632,1.0,0.3125,0.8046875,0.78125,0.453125,0.453125,0.4453125,0.4453125,0.40625,0.328125,1.0,0.54296875,22f3001519,23f3001345,23f2001942,21f3001496,23f3003749,21f3000328,23f2001366,22f3002614,23f3000846,22f3002336
22f2001661,0.96875,0.1171875,0.1484375,0.1328125,0.1328125,0.1328125,0.1328125,0.125,0.125,0.1171875,0.96875,0.21328125,23f1001758,23f2004165,23f2005504,23f3001345,22f2000517,23f2003894,23f2001005,23f1000404,22f3001415,24f1001336
22f2001730,1.0,0.6796875,1.0,1.0,0.78125,0.75,0.734375,0.6875,0.6796875,0.6796875,1.0,0.79921875,21f1006244,22f3000364,23f2005597,23f1002480,23f2002351,21f3000517,22ds3000122,23f3003763,23f3001345,23f2001033
22f3000082,0.4609375,0.375,0.3984375,0.3828125,0.375,0.375,0.375,0.375,0.375,0.375,0.4609375,0.38671875,22f1001637,22f2001347,22f3001023,23f1001610,22f3000448,23f3004146,24ds1000086,23f1000965,21f1000330,22f1001834
